Feature	Gain	Cover	Frequency
ctrx_quarter	0.209419663502725	0.017909356568141	0.0142764267641271
mcuentas_saldo	0.0443345113562885	0.0128849453867127	0.0180893308968232
mtarjeta_visa_consumo	0.0414487220780726	0.0123134149010504	0.0159105285352825
mcaja_ahorro	0.0308609957849744	0.00809350770292611	0.0129322462749508
foto_mes	0.0197987026299054	0.0142935327605452	0.0164113016587012
cpayroll_trx	0.0178100819553019	0.00780628999955653	0.00462116952488052
ctarjeta_visa	0.0178059675468883	0.000653867753862818	0.000834621872364352
mpayroll	0.0177630846203406	0.0123998694857576	0.00543822041045825
mprestamos_personales	0.0140878783350298	0.00761591612205371	0.00320670508855777
mdescubierto_preacordado_delta1	0.0139985486259475	0.00365229550407165	0.000992760753443913
mdescubierto_preacordado	0.0128778157645022	0.00192317670027494	0.00162531627776216
mcuenta_corriente	0.0120157915135979	0.00682338546694729	0.0104723081248243
mpasivos_margen	0.0105030375831379	0.00849912292869402	0.0106480179926905
cproductos_delta1	0.0100496830052812	0.00421357648512452	0.00154624683722238
Master_status	0.00919095899241012	0.00153407353723217	0.000667697497891482
cliente_edad	0.00879523248519641	0.00973927841401782	0.0157699606409896
numero_de_cliente	0.00828819039534301	0.00908553044521945	0.0161565223502952
mactivos_margen	0.00827472984228629	0.0079077413240406	0.0130201012088839
ctrx_quarter_delta1	0.00814880746399678	0.00676562553530973	0.011913129041327
Visa_status	0.0081153627591425	0.00106320880534511	0.000588628057351701
mrentabilidad_annual_delta1	0.0080932257332244	0.00630299056279081	0.0129586027551307
mrentabilidad_annual	0.00785348501953766	0.00797470650562208	0.0117813466404273
cliente_edad_lag1	0.00749189604037312	0.00717084812802466	0.0129234607815575
Master_fechaalta	0.00691281937701743	0.00862956345718821	0.0118428450941805
mprestamos_personales_delta1	0.00683557148689381	0.00895583101542031	0.00322427607534439
mprestamos_personales_lag1	0.00617962029192821	0.00278327565057409	0.0014671773966826
Master_Fvencimiento	0.00612429804890663	0.00595705853095413	0.0108676553275232
Visa_Fvencimiento	0.00611747661093383	0.00761182462063715	0.0111839330896823
Visa_fechaalta_lag1	0.00611692453448702	0.00395100450165408	0.00909298566207478
mdescubierto_preacordado_lag1	0.00607377268988721	0.000929055396756981	0.000983975260050605
mcuenta_corriente_lag1	0.00598105094433572	0.0070850164561129	0.0100242479617655
Visa_Fvencimiento_lag1	0.00596894657956729	0.00506182760359367	0.0110257942086028
mcaja_ahorro_dolares_delta1	0.00592830618299983	0.00653613951166486	0.00696689626089401
mrentabilidad_annual_lag1	0.00571908050554434	0.00703218035313571	0.00914569862243464
Master_Fvencimiento_lag1	0.00564559793543489	0.00442127784713899	0.0107973713803767
mrentabilidad	0.00563807382381021	0.00459860832668848	0.00831986224346359
chomebanking_trx	0.00550553789651332	0.00459578488686973	0.00892606128760191
Master_fechaalta_lag1	0.00549065216755332	0.00554346141637423	0.0106480179926905
ctarjeta_visa_trx	0.00545456604503357	0.0071514761492914	0.0108676553275232
Visa_fechaalta	0.00540124628644317	0.00509382795891896	0.0102614562833849
mcuentas_saldo_delta1	0.00538541722037228	0.00812308090671965	0.0095059038515603
mcaja_ahorro_lag1	0.00524743455291145	0.00590634208294782	0.00952347483834692
mrentabilidad_delta1	0.0047633138680256	0.00500527176695878	0.00884699184706213
mcuenta_corriente_delta1	0.00471997833609354	0.00834079326932459	0.00866249648580264
Visa_mpagominimo	0.00457624608991323	0.00691786298569839	0.00959375878549339
mcaja_ahorro_delta1	0.0045743696311774	0.00688834742799118	0.00831986224346359
ccaja_ahorro	0.00456658870053072	0.00400756087134393	0.00268836097835254
mcomisiones_mantenimiento	0.00456239544580587	0.00647550138784914	0.00498137475400619
mactivos_margen_lag1	0.0045100111186401	0.00640403090190115	0.00779273263986506
mactivos_margen_delta1	0.00449360837875514	0.00404024353701731	0.00780151813325836
Visa_mfinanciacion_limite	0.00439721776252653	0.00464285554355628	0.00635191172336238
ctrx_quarter_lag1	0.00436581911721024	0.00696374036078287	0.00821443632274389
cliente_antiguedad_lag1	0.00431140043873316	0.00469173805404998	0.00851314309811639
mtransferencias_recibidas	0.00429166875813114	0.00464916904649593	0.00661547652516165
Visa_mpagospesos_lag1	0.00417923988394933	0.00549891667868836	0.00817050885577734
mrentabilidad_lag1	0.00392165906951809	0.00340848271458323	0.00745009839752601
cproductos	0.00389827214995115	0.00682403038729751	0.00689661231374754
cliente_antiguedad	0.00388524485094061	0.00387001129345848	0.0082320073095305
Master_mfinanciacion_limite	0.00386973820983535	0.00486214925177377	0.00709867866179365
mcuentas_saldo_lag1	0.00377465778911984	0.00654432609358128	0.00733588698341299
chomebanking_trx_delta1	0.00373636539175927	0.006561802985783	0.00706353668822041
Visa_fultimo_cierre	0.00371628443491995	0.00411730447492781	0.00681754287320776
Visa_mpagominimo_lag1	0.00361416958260356	0.00544843546022058	0.0066594039921282
mcaja_ahorro_dolares_lag1	0.00357860047038351	0.00463070615492065	0.00672090244588136
mtransferencias_recibidas_lag1	0.00357376475324332	0.0053388003713963	0.00730074500983975
ccomisiones_mantenimiento_delta1	0.00352080798290297	0.005098465308614	0.00154624683722238
mcomisiones_otras	0.00345304540233106	0.00425850525083332	0.00556121731796458
Visa_mpagospesos_delta1	0.00339284195558333	0.00517093527261093	0.00773123418611189
Visa_msaldototal	0.00310002308919575	0.00338833293251344	0.00435760472308125
mpasivos_margen_lag1	0.00304799318788347	0.00440048839911787	0.00621134382906944
Visa_Finiciomora	0.00301678030878864	0.00555420833741157	0.00128268203542311
chomebanking_trx_lag1	0.0029855563373899	0.00318540515381149	0.00666818948552151
Visa_mconsumospesos_lag1	0.0029228154263638	0.00282207550266063	0.00571057070565083
