Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.176665391458548	0.0163078931340972	0.00802053256336221
ctrx_quarter	0.0933466892967151	0.00431144804854141	0.00417067693294835
mtarjeta_visa_consumo	0.06446571455871	0.0124221777704725	0.0083413538658967
mcaja_ahorro	0.0445023159370867	0.00558943167286765	0.00737888995829323
mcuentas_saldo	0.0434842021639174	0.0125526632132153	0.0147577799165865
mdescubierto_preacordado_tend6	0.0419356402640146	0.00265603607432194	0.0027590632017966
cpayroll_trx	0.0245829934376892	0.0125538122205878	0.00885466794995188
ctarjeta_visa_tend6	0.0242727041974688	0.000325936176086554	0.000128328521013795
mprestamos_personales	0.0212753166936035	0.01156113017195	0.0110362528071864
mv_status07_tend6	0.020792676719891	0.00203427152750985	0.00102662816811036
mpasivos_margen	0.0179306093274591	0.00489311367925442	0.00648059031119666
mprestamos_personales_tend6	0.0175882458138753	0.00758604153742428	0.00846968238691049
ctrx_quarter_normalizado_lag1	0.0158887351274103	0.000459980682531474	0.000705806865575874
foto_mes	0.0125465821786447	0.013908764461976	0.0222008341353866
ccomisiones_mantenimiento_tend6	0.0124515641401713	0.00681111474952469	0.00635226179018287
mpayroll_sobre_edad	0.0115117018770292	0.00725609755016804	0.00519730510105871
mv_status04	0.0107709828599927	2.80466586138327e-05	0.000128328521013795
cproductos_tend6	0.0101758003492435	0.00466291203964729	0.00307988450433109
mpayroll	0.00944548878366297	0.0102508954239384	0.00628809752967597
mdescubierto_preacordado	0.00861925696934928	0.000571636049264836	0.00179659929419313
mdescubierto_preacordado_delta1	0.00705602812976406	0.00495718670507698	0.00384985563041386
mv_status04_tend6	0.00634095048736612	0.00120143132775865	0.00115495668912416
mcuenta_corriente_tend6	0.00622076678883734	0.00271902692255551	0.00615976900866218
mprestamos_personales_lag1	0.00576752772636718	0.000966498836837789	0.00141161373115175
cproductos_delta1	0.00508855927021887	0.00332771503092282	0.00218158485723452
mv_status06_tend6	0.00497927714473334	0.000777956559716766	0.000384985563041386
ctarjeta_visa_trx	0.00496126638903728	0.00258839980067174	0.00301572024382419
tcallcenter_tend6	0.00437357827233703	0.00701082399289529	0.0054539621430863
mactivos_margen	0.00436886782576275	0.0056762988850023	0.0083413538658967
mcomisiones_mantenimiento_tend6	0.00412615163788492	0.00918119327024894	0.0116778954122554
mcaja_ahorro_dolares_delta1	0.00409315180481939	0.0082275143617132	0.00596727622714148
cprestamos_personales_tend6	0.00408230633945225	0.000772021261366777	0.00121912094963106
ccaja_ahorro	0.0040683820793644	0.00533013025348528	0.00590311196663459
mes	0.00330357312098698	0.00487288203740393	0.0055181264035932
Visa_fechaalta_tend6	0.00330046202489494	0.00727919473690699	0.00680141161373115
mrentabilidad_avg6	0.00326683069031515	0.00213571344372128	0.00526146936156561
mpasivos_margen_avg6	0.00313272263278631	0.000457845732458218	0.00211742059672762
mv_msaldopesos	0.00307606443889102	0.000276046522374055	0.000898299647096567
mcuenta_corriente	0.00304261085404724	0.00372833006135198	0.0055822906641001
Master_status	0.00296614915035258	0.000175342871874715	0.000513314084055181
mcuenta_corriente_avg6	0.00288301683574382	0.00757462305873753	0.00917548925248636
cproductos	0.0026975807611077	0.00375830815882026	0.00442733397497594
mcuentas_saldo_tend6	0.00269753702846991	0.00123274369638165	0.00327237728585178
mtarjeta_visa_debitos_automaticos_tend6	0.00267232282957604	0.00870218969325452	0.00712223291626564
Master_fechaalta	0.00253972226853738	0.00406298804719395	0.00333654154635868
ccaja_ahorro_avg6	0.00251049622252685	0.00198487571684059	0.00346487006737247
ccomisiones_mantenimiento_delta1	0.00246182757015541	0.00524421760310966	0.00481231953801732
mactivos_margen_avg6	0.00239796016069453	0.00513354376250013	0.00596727622714148
ctarjeta_visa_debitos_automaticos_tend6	0.00231142609662576	0.00221977426985403	0.00494064805903112
ccaja_ahorro_tend6	0.00217307950234471	0.00747987086196192	0.00346487006737247
Visa_msaldototal	0.00213628809332821	0.000340202533353793	0.00128328521013795
thomebanking_tend6	0.00211710543536981	0.003469210651432	0.00410651267244145
mdescubierto_preacordado_avg6	0.00209230759122394	0.00153667253421511	0.00237407763875521
mv_status01	0.00207661202530759	0.00104787496528738	0.00109079242861726
mtransferencias_emitidas_avg6	0.00206305095595659	0.00347352843657117	0.00519730510105871
thomebanking	0.00204568502133149	0.00300627783585786	0.00340070580686558
mcaja_ahorro_lag1	0.00191283752201973	0.0036210049159088	0.00468399101700353
mtransferencias_recibidas	0.00187585760535036	0.00398377418185955	0.00352903432787937
cliente_edad_avg6	0.00186593140289613	0.00514702129587128	0.00692974013474495
ccaja_seguridad	0.00184591907559274	0.00831172000508104	0.00461982675649663
cliente_edad_lag1	0.00184120561686145	0.00410184055877533	0.00712223291626564
cliente_edad	0.00183610711488481	0.00346548108461287	0.00769971126082772
mactivos_margen_tend6	0.00179215645478354	0.00350641961524345	0.00609560474815528
internet_tend6	0.00176048483029387	0.0092179708042236	0.00603144048764838
mv_status06_avg6	0.00169885601672308	7.86440106765984e-05	0.000256657042027591
mcomisiones_mantenimiento	0.00168320357354804	0.00639623487276253	0.0053897978825794
ctrx_quarter_normalizado_delta1	0.00166006380238901	0.00203278035164618	0.00352903432787937
mv_status05_tend6	0.00165578592768755	0.00109095007315115	0.000641642605068977
mvr_mpagominimo_avg6	0.00160848003523634	0.00341620277813676	0.00384985563041386
mv_mpagominimo_avg6	0.00159184367191068	0.000857258872816736	0.00179659929419313
mcuentas_saldo_delta1	0.00158210181085201	0.00844675405722381	0.00609560474815528
Visa_Finiciomora	0.00154779148625526	0.00665378581672145	0.00307988450433109
mcaja_ahorro_delta1	0.00149794398742384	0.00687195739795402	0.0055181264035932
mv_Finiciomora_avg6	0.00148167920072491	0.00268358331105843	0.00179659929419313
mprestamos_personales_avg6	0.00147612358731386	0.000712621555131327	0.00218158485723452
mtarjeta_master_consumo	0.00146221870468954	0.00214538342282166	0.00147577799165865
mv_mpagominimo_delta1	0.00142702555513485	0.00183923513882352	0.00166827077317934
mcuenta_debitos_automaticos	0.00142063025798324	0.00561121969320533	0.00404234841193455
mv_msaldototal	0.00139990640843417	0.000253190852661187	0.00109079242861726
mpayroll_avg6	0.00138599785150086	0.00216708322784518	0.00230991337824832
Visa_fechaalta_lag1	0.00137713698664384	0.000495519017982474	0.00160410651267244
ctarjeta_master_avg6	0.00135113590260523	4.56825154495713e-06	6.41642605068977e-05
ctrx_quarter_tend6	0.00134704471855785	0.00151652492355319	0.00301572024382419
mpasivos_margen_tend6	0.00133568078557393	0.00283428435650376	0.00526146936156561
mv_cconsumos_tend6	0.00132962768401431	0.00197939079311817	0.00333654154635868
Visa_fechaalta_avg6	0.00127297031165031	0.00214583960873475	0.00365736284889317
mrentabilidad_annual_avg6	0.00126233095284589	0.00156881324347571	0.00378569136990696
chomebanking_trx	0.0012588374076214	0.00587815911759418	0.00494064805903112
mcaja_ahorro_dolares_tend6	0.00122372263424253	0.00245076147903737	0.00346487006737247
mcuenta_corriente_delta1	0.00121697962816919	0.00307518619990774	0.00372152710940006
cplazo_fijo	0.0012066655707498	0.00358908689510921	0.00166827077317934
mprestamos_personales_delta1	0.00120340063816369	0.00589477346666173	0.00378569136990696
ctrx_quarter_delta1	0.00118282164947804	0.00155499075219626	0.00346487006737247
cpayroll_trx_avg6	0.0011536500602427	0.000654726971844795	0.00115495668912416
mrentabilidad_annual_tend6	0.00113784922242525	0.00807930368456335	0.00583894770612769
ccallcenter_trx	0.00110064172740338	0.00529602102936864	0.00295155598331729
mv_Finiciomora_lag1	0.00109248833312362	0.00473710925464623	0.00250240615976901
mcuenta_corriente_lag1	0.00109121184220101	0.00345691513353502	0.00468399101700353
mv_mpagospesos_tend6	0.00108907167106032	0.00121170939977553	0.00205325633622073
mpagomiscuentas	0.00107314701698042	0.00438753428001053	0.00211742059672762
cpayroll_trx_lag1	0.00105974108939154	0.000609439275133253	0.000513314084055181
ctransferencias_emitidas_avg6	0.0010569326169122	0.00100453114358129	0.0026948989412897
ccomisiones_mantenimiento_avg6	0.00104377995387262	0.00698034507884114	0.00461982675649663
mv_Finiciomora	0.00103640548137086	0.00240853144831348	0.00141161373115175
thomebanking_avg6	0.00102810194636809	0.00440244348168167	0.00372152710940006
ctransferencias_recibidas_avg6	0.00102400016247678	0.00246270587906341	0.00372152710940006
