Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.134740086288923	0.0237009087798591	0.0234349752410738
ctrx_quarter	0.0795644213344085	0.0209150079031118	0.0239457909825384
mtarjeta_visa_consumo	0.0728975956590759	0.0284292032206984	0.0268021892103206
mcaja_ahorro	0.0678609830068594	0.0204625095643693	0.026468595256711
mv_status06_tend6	0.0605112148266575	0.0359887879242853	0.0071931196247068
mdescubierto_preacordado_tend6	0.0526602629419952	0.0290618716703572	0.00485796194943967
mcuentas_saldo	0.0328423120653643	0.0354990065728691	0.0322335157675267
cpayroll_trx	0.0320113959755523	0.0144659433055046	0.00433672139692468
mpayroll_sobre_edad	0.0309593335408269	0.0264455197309626	0.0139588219963513
mpasivos_margen	0.0303803658113135	0.023123520309809	0.023372426374772
mcuenta_corriente	0.0273419367550862	0.0248681588781932	0.0238728173051863
cproductos_tend6	0.0227869629950336	0.0195297028380172	0.00936148032316914
mcaja_ahorro_avg3	0.0227101718478041	0.0228774075160533	0.02747980192859
mtarjeta_visa_consumo_avg3	0.0226195742279293	0.0194215540881809	0.0254886630179828
mprestamos_personales	0.0206309474418831	0.0318341669925326	0.013010164190774
mprestamos_personales_tend6	0.0186920930860553	0.0300472662583998	0.00966379984362784
mpasivos_margen_avg3	0.0181074087642408	0.0197651783855541	0.0252801667969768
cproductos_tend3	0.0175277622097812	0.0111949842604183	0.00456606724003127
mcomisiones_mantenimiento_tend6	0.016771174808343	0.0361202567489553	0.0184310659369299
mes_lag1	0.0154421563945917	0.0220304716986301	0.0236643210841804
mcuentas_saldo_tend6	0.0144501535558448	0.0210666511247339	0.0283033620015637
Master_fechaalta	0.0134785243178583	0.032754875520145	0.0385092520198071
ctarjeta_visa_trx_tend6	0.0133170137491882	0.0213664550383494	0.0235600729736774
ctrx_quarter_delta1	0.0130958803191402	0.0295248049472506	0.0325358352879854
mactivos_margen	0.0129199652172099	0.0230106281046109	0.0281157154026583
foto_mes	0.0124508020973177	0.0254293004342358	0.029252019807141
mactivos_margen_avg3	0.0123622267882964	0.0223267091418784	0.0282303883242116
mrentabilidad_avg6	0.0107653269508513	0.0240974124761515	0.0324732864216836
Visa_fechaalta_lag1	0.00958848538536662	0.0268990231291351	0.0361011206671879
mes	0.00886487416011967	0.0167168699460086	0.0220380505603336
mcuenta_corriente_avg6	0.0087467898276482	0.0205924680260651	0.0290122491529841
mcaja_ahorro_dolares_delta1	0.00836743987506782	0.0275435831142945	0.0199218139171228
mrentabilidad_annual_delta1	0.00787216377810608	0.0250596436718261	0.0340265832681783
mactivos_margen_tend6	0.00785716986104569	0.0219269452889207	0.0283450612457649
mtransferencias_recibidas_avg6	0.00755084518105838	0.0208472772151393	0.0290539483971853
cliente_edad_lag1	0.00748855611595529	0.0272213822147331	0.0346312223090956
cliente_edad_avg6	0.00735255901749176	0.0237757330564842	0.0324003127443315
chomebanking_trx_delta1	0.00715784948681765	0.0330561927520294	0.0276048996611936
Master_Fvencimiento_lag1	0.0069438950791315	0.0181184503892648	0.0333281209278082
numero_de_cliente	0.00637574542210554	0.0220463494600382	0.036278342455043
mrentabilidad_annual_tend6	0.00593557383265431	0.0208378183019443	0.0288558769872296
