Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.104149329479889	0.0112801316539456	0.00490765171503958
ctrx_quarter	0.0940755852362214	0.00769123679547771	0.00457343887423043
mcaja_ahorro	0.0564157087744739	0.00786815871912278	0.00859278803869833
mcuentas_saldo	0.0405425207296315	0.0157095173453512	0.0108795074758135
mtarjeta_visa_consumo	0.0343761008229376	0.00985651278492346	0.00656992084432718
mdescubierto_preacordado	0.023849387882614	0.00124028519485962	0.000976253298153034
ctarjeta_visa_trx	0.0211809991986853	0.00816204627312557	0.00701846965699208
cpayroll_trx	0.0192313441545479	0.00986944265696371	0.00279683377308707
mcaja_ahorro_lag1	0.0151821768086704	0.00417510577264726	0.00705364995602463
mpasivos_margen	0.0136715367212609	0.00589900034189917	0.00475813544415128
foto_mes	0.0131387163687413	0.0299298116102862	0.0123834652594547
mcuenta_corriente	0.0128563804059057	0.00385710513137549	0.00656992084432718
mprestamos_personales	0.0125756655728851	0.0152661034076462	0.00449428320140721
mpayroll_sobre_edad	0.0124054012119998	0.0123429152547582	0.00399296394019349
mdescubierto_preacordado_mean6	0.0114743081653776	0.00173718014399248	0.00162708883025506
mpayroll	0.0110752196120212	0.0118467752788422	0.00383465259454705
mdescubierto_preacordado_delta1	0.0107571718361706	0.00808446540254005	0.0015127528583993
mv_status01	0.0099892560885309	0.000631836672609777	0.000439753737906772
Visa_status_mean6	0.00929903588755565	0.00188022080897669	0.000729991204925242
mprestamos_personales_mean6	0.00836889430302913	0.00532717014444868	0.00310466138962181
mv_msaldopesos	0.00764729694131583	0.0029570291204208	0.00307827616534741
mpasivos_margen_mean6	0.0072881617472855	0.00230414063676716	0.00427440633245383
cproductos_delta1	0.00725531197702079	0.00607804707643771	0.00146877748460862
cprestamos_personales_mean6	0.00707085593545007	0.00287565930612766	0.0020844327176781
ctrx_quarter_lag1	0.00639430087983124	0.00197482813991783	0.00274406332453826
mv_status07_delta1	0.00626063161056346	0.000581762385287095	0.000184696569920844
mactivos_margen	0.00546710438483154	0.00757357905577166	0.00798592788038698
mv_status07	0.0053960738584637	0.000674327550690938	0.000334212840809147
mv_status05_delta1	0.00518077615790883	0.00087475667769801	0.000299032541776605
mprestamos_personales_delta1	0.00479351848389574	0.0121930038602007	0.00385224274406332
Visa_Finiciomora	0.00464382224798889	0.00498098883235044	0.00112576956904134
mcuenta_corriente_mean6	0.00458539678798468	0.00539981905328392	0.00758135444151275
mv_Finiciomora	0.00447848578373013	0.00435016125832587	0.00115215479331574
mcaja_ahorro_dolares_delta1	0.00441763572181807	0.00926747900392011	0.00489006156552331
cprestamos_personales	0.00402125727421122	0.0021434958434459	0.00132805628847845
mv_status04	0.00396823073088621	0.00109738148330335	0.000571679859278804
mactivos_margen_mean6	0.00393409441230268	0.00309807998619839	0.00532102022867194
Master_status_mean6	0.00390752212811383	0.000591418603167866	0.000492524186455585
mv_status06_mean6	0.00383885496521897	0.000191181645630809	0.000316622691292876
mpayroll_lag1	0.00381992115798222	0.00372046068297978	0.00312225153913808
mcuentas_saldo_mean6	0.00378656183603657	0.00257689585814926	0.00472295514511873
ccaja_ahorro	0.00371546945083804	0.00725122946051909	0.00221635883905013
mcuenta_corriente_delta1	0.00361591208495113	0.00355385753569123	0.00371152154793316
mprestamos_personales_lag1	0.00358943921471316	0.00217368148333144	0.00167106420404573
Visa_Finiciomora_mean6	0.00349443456783536	0.00221166054389587	0.00109938434476693
mcuentas_saldo_lag1	0.00340046446276588	0.00359447645397963	0.00566402814423923
ctrx_quarter_delta1	0.0033345926283923	0.00426438187132154	0.00579595426561126
mv_status02_mean6	0.00333034322203431	0.00157681441527695	0.00105540897097625
mcuenta_corriente_lag1	0.00328785812723356	0.0024532147161486	0.00472295514511873
mcomisiones_mantenimiento	0.00320711095202458	0.00713040819978239	0.00424802110817942
mvr_mpagospesos	0.00316814141487442	0.0018150293389282	0.00204925241864556
Visa_Finiciomora_lag1	0.00313072381904117	0.00250354998561289	0.000615655233069481
cproductos	0.00310557367165627	0.00708091164112055	0.0054089709762533
Visa_msaldopesos	0.00307483528817345	0.00469622078684861	0.00397537379067722
mv_Finiciomora_lag1	0.00307093323633796	0.00461622639273773	0.00121372031662269
mrentabilidad_annual_delta1	0.00304904136191768	0.00427103718898995	0.00710642040457344
Visa_msaldototal	0.00304558025457179	0.00331841359796856	0.00376429199648197
mv_mpagospesos	0.00297844486085526	0.00164445205437329	0.00214599824098505
ctrx_quarter_mean6	0.00296594161654961	0.00192408012910798	0.00287598944591029
ctrx_quarter_normalizado_delta1	0.00293820039308964	0.00326863767130393	0.0048636763412489
mrentabilidad_mean6	0.00290863130884954	0.0018476940361017	0.00376429199648197
mv_status02	0.00289851565860656	0.00117966167078193	0.000492524186455585
ccomisiones_mantenimiento_delta1	0.00283178422973361	0.00364641626907763	0.00153034300791557
cliente_edad_lag1	0.0027174192079333	0.00668606350061026	0.00854001759014952
ccomisiones_mantenimiento_mean6	0.00270832179728156	0.00534697620720906	0.00411609498680739
cliente_edad_mean6	0.00269251488704981	0.00683874327188168	0.00874230430958663
mvr_msaldototal	0.00264483120816703	0.00123662586237137	0.00187335092348285
cliente_edad	0.00258639460863112	0.00696853743966524	0.00864555848724714
