Feature	Gain	Cover	Frequency
ctrx_quarter	0.173448461164021	0.0467262572490623	0.0391773179566177
mpasivos_margen	0.0684438016179104	0.0263119631726671	0.0340980057454515
cpayroll_trx	0.0624122657183131	0.0276107509156581	0.00890961322286523
mpayroll	0.0600904597156967	0.0602060802369327	0.0204005162579624
mtarjeta_visa_consumo	0.0383366692994213	0.0195826775028752	0.0241475498563637
mcaja_ahorro	0.0304908813747479	0.0134032135299368	0.0229401723635455
mcuentas_saldo	0.0290203660238262	0.0284760858408157	0.0275615138015738
mrentabilidad_annual	0.0266571805818078	0.0214151498393975	0.028727257587743
mprestamos_personales	0.0259166892483655	0.0222796069191155	0.00945085140930097
mactivos_margen	0.0242829167087073	0.0222903666106317	0.0248553228693951
ctarjeta_visa_trx	0.0200727875843837	0.0110976620105501	0.0157791748199342
Master_fechaalta	0.0190147968786002	0.0340780102688412	0.0384695449435863
Visa_msaldototal	0.0189193235062534	0.0131606458501344	0.0149465006869562
chomebanking_trx	0.0179610512808968	0.0171378909345322	0.0224822015904076
Master_Fvencimiento	0.017307472255193	0.0210598479825803	0.0276864149215205
Visa_fechaalta	0.0153615075806397	0.0120322704616032	0.020608684791207
Visa_msaldopesos	0.0150758110381572	0.0282865539802276	0.0259377992422665
cliente_edad	0.0148603632321063	0.0329448253906925	0.035596819184812
Visa_Fvencimiento	0.0147479867376989	0.0113871822516125	0.0205254173779092
numero_de_cliente	0.0140182776222437	0.0129765238540487	0.0232316083100879
Master_mfinanciacion_limite	0.0134339304306116	0.0104010811070625	0.0199841791914734
Visa_mfinanciacion_limite	0.0123588095376424	0.014113560867269	0.01973437695158
Visa_mpagominimo	0.0120989577024666	0.0136847422944922	0.0192347724717932
mcaja_ahorro_dolares	0.011902041866122	0.0214269739793582	0.0272284441483825
cliente_antiguedad	0.0113501617469304	0.00943193649642075	0.0157791748199342
mcomisiones_otras	0.0110811034019511	0.0107933384719907	0.0182355635122195
mcuenta_corriente	0.0110059528392913	0.0089297407542791	0.0131146175944044
mrentabilidad	0.0108899980323996	0.0123376162601016	0.0161955118864232
ccomisiones_otras	0.00993223871914817	0.0155199958271025	0.015029768100254
ctarjeta_visa_trx2	0.00961120620895598	0.00884223692613875	0.0109080311420126
mcomisiones	0.00883811879041893	0.00792727533753161	0.0150714018069029
Visa_mpagospesos	0.00850578650061945	0.00829897878714729	0.0132395187143511
Visa_mconsumospesos	0.00777512328107316	0.00746384434132936	0.0154044714600941
mtransferencias_recibidas	0.00769503271152367	0.00876313510111576	0.0150714018069029
Master_mpagospesos	0.00730207487476147	0.0228573200859544	0.0102418918356301
mtransferencias_emitidas	0.00716226295123726	0.00673514500414047	0.0119905075148841
cprestamos_personales	0.00650818301860592	0.00073334007278481	0.000999208959573671
Visa_mlimitecompra	0.00626995388707968	0.0148471167504854	0.0110329322619593
mcomisiones_mantenimiento	0.00605929973012977	0.00727339082416136	0.00728589866355802
mpagomiscuentas	0.0057861353147831	0.0137984532976709	0.00882634580956743
mtarjeta_visa_debitos_automaticos	0.00565944969203809	0.00577713004575478	0.00757733461010034
cproductos	0.00548967343078135	0.00537363917994184	0.00678629418377118
Master_mlimitecompra	0.00533579995818914	0.00476898865239381	0.00782713684999376
ctarjeta_debito_trx	0.00504623257239906	0.0225379579678484	0.0272284441483825
