Feature	Gain	Cover	Frequency
ctrx_quarter	0.0799792025654181	0.0224947583247226	0.0300808897876643
mtarjeta_visa_consumo	0.0584244977935932	0.0137304308846513	0.0177451971688574
mpasivos_margen	0.0494822101569137	0.015612041191482	0.0269464105156724
mcaja_ahorro	0.0429275720263109	0.0168101901801902	0.0305864509605662
cpayroll_trx	0.0381618468190358	0.012503605632359	0.00262891809908999
mcuentas_saldo	0.0349439738283845	0.0294239942491013	0.0348331648129424
mpayroll	0.0309306705802616	0.0271157376216397	0.00839231547017189
mrentabilidad_annual	0.029758559063286	0.0192102968717965	0.0308392315470172
mactivos_margen	0.0296510691331725	0.023321122166439	0.0266430738119312
cliente_edad	0.0229989404363403	0.0311866850295021	0.0312436804853387
Visa_msaldopesos	0.0229431756996507	0.0142964225845866	0.0175429726996967
mprestamos_personales	0.0228491999605276	0.0133955859372166	0.00546006066734075
Visa_Fvencimiento	0.0228139142274798	0.0170961737608558	0.0303842264914055
Master_fechaalta	0.022811120832549	0.026672106275158	0.0324570273003033
cliente_antiguedad	0.0208058934781882	0.0171860410213775	0.0254297269969666
Visa_fechaalta	0.0206721450181515	0.0188258899489455	0.0283619817997978
chomebanking_trx	0.019409571011967	0.0113293963599718	0.0233569261880688
Master_Fvencimiento	0.0190844337259996	0.0212591037804448	0.0274519716885743
mcuenta_corriente	0.0190445658652126	0.0270434450884556	0.0229524772497472
numero_de_cliente	0.0186060987734255	0.0220552873492806	0.0277553083923155
ctarjeta_visa_trx	0.0173809337912817	0.0108797976672524	0.0120829120323559
mrentabilidad	0.0161341264165162	0.0165545654058829	0.0225480283114257
mcomisiones_otras	0.0156781377612833	0.0129077242741739	0.0226996966632963
Visa_mpagospesos	0.015410246061632	0.0124834746302278	0.0232558139534884
Visa_mconsumospesos	0.0131872975697093	0.012134357824792	0.020525783619818
Master_mfinanciacion_limite	0.0128871851908572	0.0117096104511507	0.0193629929221436
mcomisiones	0.0127978302129756	0.0106778276130837	0.0186552072800809
mautoservicio	0.0120191766969789	0.0173798878023131	0.0178463094034378
Visa_mfinanciacion_limite	0.0119746516714142	0.0119457372056567	0.0174418604651163
Visa_mpagominimo	0.0118205022212143	0.0112712052664692	0.0169362992922144
Master_mlimitecompra	0.0106716659887294	0.0101811041974232	0.0156218402426694
mcaja_ahorro_dolares	0.010630527588307	0.0174006869524591	0.0163296258847321
mtransferencias_recibidas	0.0104708369120825	0.00922834406363716	0.0173407482305359
mtransferencias_emitidas	0.00921879770792707	0.0115827624152816	0.0141051567239636
mextraccion_autoservicio	0.00878276186629499	0.0123481300238543	0.0070778564206269
mcomisiones_mantenimiento	0.00839208353508459	0.0114783717268585	0.00778564206268959
Visa_msaldototal	0.00789150393432839	0.00836511035373363	0.0130940343781598
Master_status	0.00773755758648258	0.00620154158464248	0.00161779575328615
ccomisiones_otras	0.00719046613954215	0.0108203081484578	0.0122345803842265
Visa_mlimitecompra	0.00701217052010924	0.0110047656915008	0.0115267947421638
mtarjeta_visa_debitos_automaticos	0.00658786074305884	0.00813748557983749	0.0107684529828109
Visa_cconsumos	0.00622806501262822	0.00480232873441735	0.00864509605662285
Visa_mconsumototal	0.00586314902453518	0.00383046010841754	0.00864509605662285
cproductos	0.00569201332455323	0.0043672264190724	0.0051061678463094
Visa_mpagado	0.00561529280816376	0.0112968302306172	0.00813953488372093
mpagomiscuentas	0.00541674615108336	0.0124186859132103	0.00935288169868554
Master_mpagospesos	0.00539247947016814	0.016351553906428	0.00935288169868554
ccomisiones_mantenimiento	0.00526296973142125	0.00950772731573515	0.00455005055611729
ctransferencias_emitidas	0.00491052753836428	0.0130157316180457	0.00733063700707786
thomebanking	0.00472644058452623	0.00265315625575111	0.0031850353892821
ctransferencias_recibidas	0.00453515866254616	0.0101009994720657	0.00728008088978766
mcuenta_debitos_automaticos	0.00436183447901007	0.0106847038570259	0.00722952477249747
Master_msaldopesos	0.00402364469482402	0.00848768440634992	0.00591506572295248
ccallcenter_trx	0.00342277835190639	0.00846685820567698	0.00293225480283114
ctarjeta_visa_debitos_automaticos	0.00327184960995694	0.00332308419525735	0.00490394337714864
ccaja_ahorro	0.00317649249631141	0.00657070553557601	0.00394337714863499
Master_mpagominimo	0.00313220012877018	0.00389528399112	0.00399393326592518
cprestamos_personales	0.00303365723938152	0.00669810810724688	0.00247724974721941
ctarjeta_debito	0.00295712553665097	0.00339178712351963	0.00444893832153691
