Feature	Gain	Cover	Frequency
ctrx_quarter	0.213622343454661	0.0262540023602069	0.00968468468468468
mcaja_ahorro	0.0704615443972305	0.00968369949741977	0.00754504504504505
mtarjeta_visa_consumo	0.0577306791132719	0.0185214060981824	0.0097972972972973
mdescubierto_preacordado_tend6	0.0444820162457601	0.00191436940410121	0.00202702702702703
ctarjeta_visa_tend6	0.0410068676368672	0.00348187868392693	0.00135135135135135
ctarjeta_visa_trx	0.032653665545177	0.00863900697393755	0.00574324324324324
mcuentas_saldo	0.0307140067829911	0.0164201162853926	0.0179054054054054
mdescubierto_preacordado	0.0278485177491543	0.000243915348654428	0.00101351351351351
mpayroll	0.0266434027554104	0.027812858435656	0.00990990990990991
cpayroll_trx	0.0246411850032204	0.0174157091486912	0.00754504504504505
mpasivos_margen	0.0211439198757005	0.00552136563688355	0.00653153153153153
mprestamos_personales	0.0194454144507474	0.0120614310964281	0.0129504504504505
mcuenta_corriente	0.0140213537807997	0.00149963189092939	0.00653153153153153
mprestamos_personales_tend6	0.013902487479731	0.00822922828524429	0.0079954954954955
foto_mes	0.0118063222228513	0.0138434011857209	0.0226351351351351
ccomisiones_mantenimiento_tend6	0.0112632668070663	0.00517877537095179	0.00754504504504505
Visa_msaldototal	0.00860507631830375	0.00224902480871345	0.0036036036036036
mdescubierto_preacordado_delta1	0.00791608072424299	0.00455559189583917	0.00461711711711712
cprestamos_personales_tend6	0.00770222541118647	0.000551282684788839	0.00146396396396396
mcaja_ahorro_lag1	0.0067282161099401	0.00292823131151103	0.00518018018018018
mcuentas_saldo_tend6	0.00630546936431932	0.00230552899946206	0.00574324324324324
mpayroll_lag1	0.00596049016846974	0.00296085670291852	0.00304054054054054
mprestamos_personales_avg6	0.00580986047846089	0.00122163838475372	0.00315315315315315
Master_status	0.00569832668721292	0.00184069053690341	0.00135135135135135
ctrx_quarter_avg6	0.00480114931707301	0.00155714943088081	0.00168918918918919
ccaja_ahorro	0.00478018063183338	0.00587762575782274	0.00675675675675676
ctarjeta_master_tend6	0.00461817648521296	0.00167642159066674	0.000900900900900901
mcaja_ahorro_dolares_delta1	0.00428206184847709	0.010804988480327	0.00822072072072072
Visa_fechaalta	0.0042454995450571	0.00149103403885893	0.00405405405405405
mactivos_margen	0.00406257234170014	0.00703508453511655	0.00968468468468468
cproductos_delta1	0.00403882646298597	0.002925823950039	0.00191441441441441
